"","year","state","district","party","votes","median_age","population","white_pop","black_pop","native_pop","asian_pop","hisp_pop","median_income_12mo"
"18592",2014,"SC",6,"democrat",125747,35,673637,267294,390032,6103,10133,NA,18721
"18593",2014,"SC",7,"democrat",68576,41.9,688975,465548,207002,6847,8499,NA,21341
"18594",2014,"SD",1,"democrat",92485,36.6,853175,747070,20603,86570,14278,NA,26916
"18595",2014,"TN",1,"democrat",28883.25,43.1,713317,681521,23154,7163,6685,NA,20371
"18596",2014,"TN",2,"democrat",30220.75,39.9,726315,658079,53526,5506,13912,NA,22889
"18597",2014,"TN",3,"democrat",53983,41.4,716365,622336,86432,6465,11201,NA,22450
"18598",2014,"TN",4,"democrat",51357,37.2,747195,659014,69470,16775,14686,NA,22962
"18599",2014,"TN",5,"democrat",96148,34.8,751222,510720,195179,6046,26467,NA,26468
"18600",2014,"TN",6,"democrat",28807.75,40.9,733467,680158,37399,6435,9245,NA,24305
"18601",2014,"TN",7,"democrat",42280,37.9,743173,643837,87404,5836,17710,NA,24479
"18602",2014,"TN",8,"democrat",42433,39.7,710910,550074,142449,4437,16474,NA,25792
"18603",2014,"TN",9,"democrat",65532,33.6,707388,201208,474793,5683,14995,NA,20775
"18604",2014,"TX",1,"democrat",28771,36.6,712779,554986,135561,5581,8580,NA,22178
"18605",2014,"TX",2,"democrat",44462,35,737492,536881,75791,8105,57377,226420,35863
"18606",2014,"TX",3,"democrat",28351,36.2,792608,584470,79292,9913,119493,116323,42264
"18607",2014,"TX",4,"democrat",28771.25,39.3,719372,600927,81748,12849,9716,NA,23983
"18608",2014,"TX",5,"democrat",22249.5,35.6,734553,563220,123978,7963,22759,NA,23982
"18609",2014,"TX",6,"democrat",55027,34.7,737480,524958,157135,15092,36376,NA,30690
"18610",2014,"TX",7,"democrat",49478,34.5,770950,548097,108955,3812,92177,242266,36799
"18611",2014,"TX",8,"democrat",31266.5,36.6,767431,655853,66944,11126,26340,NA,29281
"18612",2014,"TX",9,"democrat",58581.75,32.2,772152,280312,304058,5089,103236,291170,22921
"18613",2014,"TX",10,"democrat",60243,36,771009,612628,84122,7199,44442,214571,33107
"18614",2014,"TX",11,"democrat",26984.75,35.8,741069,655136,35397,7983,9565,NA,26231
"18615",2014,"TX",12,"democrat",41757,35.1,750952,614061,72620,11253,32583,NA,30356
"18616",2014,"TX",13,"democrat",27710.5,36,707803,624125,46466,13643,17808,NA,24514
"18617",2014,"TX",14,"democrat",52545,36.9,724881,537961,152115,6733,26044,172539,26990
"18618",2014,"TX",15,"democrat",48708,30.3,764850,683390,17175,3891,9543,NA,18324
"18619",2014,"TX",16,"democrat",49338,32.1,735246,621978,36077,6433,15918,NA,20716
"18620",2014,"TX",17,"democrat",43049,32.3,740151,568310,107119,10023,38516,182015,24181
"18621",2014,"TX",18,"democrat",76097,31.8,750812,346505,301634,6718,27966,309013,23895
"18622",2014,"TX",19,"democrat",22540,32.9,719594,599474,52508,12264,13676,256046,22544
"18623",2014,"TX",20,"democrat",49915.5,31.5,762801,633323,48678,10337,31235,525088,22429
"18624",2014,"TX",21,"democrat",33915,37.8,766190,691623,31593,10974,30732,230988,31672
"18625",2014,"TX",22,"democrat",47844,35.5,814594,522047,116840,7040,153263,199218,41724
"18626",2014,"TX",23,"democrat",55037,32.8,743201,646744,29370,7132,12604,NA,22761
"18627",2014,"TX",24,"democrat",46548,35.6,759022,531830,92941,9784,100348,183466,35502
"18628",2014,"TX",25,"democrat",64463,35.8,748022,646138,62803,14447,29270,136880,28896
"18629",2014,"TX",26,"democrat",29236,34.8,783257,657574,60129,11495,54174,139057,36024
"18630",2014,"TX",27,"democrat",44152,36.3,726394,644908,45073,9087,13293,NA,23599
"18631",2014,"TX",28,"democrat",46881,31.5,725977,653602,35039,7051,8785,NA,20439
"18632",2014,"TX",29,"democrat",30990.75,30.4,749098,557671,89266,8582,10681,577097,21767
"18633",2014,"TX",30,"democrat",69780.75,33,744247,368666,331337,6994,16765,NA,22483
"18634",2014,"TX",31,"democrat",45715,34.4,776518,614690,99007,10190,44973,184473,31017
"18635",2014,"TX",32,"democrat",55325,36.4,747437,544346,102346,11234,63585,193064,32495
"18636",2014,"TX",33,"democrat",32826.75,29.8,742701,510596,135151,9825,20829,NA,19845
"18637",2014,"TX",34,"democrat",47503,32.5,717582,670066,11262,3589,4588,NA,17912
"18638",2014,"TX",35,"democrat",60124,31.4,767436,610832,88408,9286,13538,467718,21653
"18639",2014,"TX",36,"democrat",25415.75,36.7,731297,619399,71144,8329,18963,NA,26394
"18640",2014,"UT",1,"democrat",36422,30.6,727828,673987,11474,13864,17911,87613,26842
"18641",2014,"UT",2,"democrat",47585,31.6,729552,623146,11365,13938,24563,117623,23747
"18642",2014,"UT",3,"democrat",25738,28.4,721048,670513,9371,15740,22417,70390,25064
"18643",2014,"UT",4,"democrat",67425,30.7,764474,671335,16045,9736,27844,121474,27996
"18644",2014,"VA",1,"democrat",72059,37.9,770044,585660,145713,9173,39522,71743,34567
"18645",2014,"VA",2,"democrat",71178,35.2,732346,516453,173532,8596,48478,54705,30907
"18646",2014,"VA",3,"democrat",104397.75,32.9,753380,282455,447580,11302,23159,45721,23349
"18647",2014,"VA",4,"democrat",75270,38.3,746976,474372,249826,7905,24340,40066,30014
"18648",2014,"VA",5,"democrat",73482,42.8,733330,559039,156063,5655,15325,26661,24542
"18649",2014,"VA",6,"democrat",33474.5,39.8,746357,638313,90762,4580,17031,NA,24484
"18650",2014,"VA",7,"democrat",89914,40,769995,600974,126878,7091,43623,45210,35508
"18651",2014,"VA",8,"democrat",128102,35.4,774065,528393,116463,5063,108903,148143,51373
"18652",2014,"VA",9,"democrat",29366.25,42,715465,661031,46416,4140,9438,NA,20210
"18653",2014,"VA",10,"democrat",89957,37.6,802127,617854,68472,6748,125213,101127,47161
"18654",2014,"VA",11,"democrat",106780,36.1,782204,506828,115123,8505,157717,148593,45047
"18655",2014,"VT",1,"democrat",123349,42.8,626562,603784,9550,9398,12620,NA,26799
"18656",2014,"WA",1,"democrat",124151,37.8,713399,610745,14573,16902,79925,62587,37102
"18657",2014,"WA",2,"democrat",122173,38.3,708323,590096,29436,21636,79768,76410,29190
"18658",2014,"WA",3,"democrat",78018,39.6,697884,634359,19800,18954,33379,NA,26993
"18659",2014,"WA",4,"democrat",38269.75,33.6,704219,570880,13703,27177,16822,NA,24068
"18660",2014,"WA",5,"democrat",87772,37.4,690518,636963,19997,23755,25110,NA,24012
"18661",2014,"WA",6,"democrat",141265,42.1,676910,591038,39086,26021,41028,NA,27913
"18662",2014,"WA",7,"democrat",152965.5,37.2,732733,602667,42191,17342,96991,55461,40017
"18663",2014,"WA",8,"democrat",73003,37.4,711629,603918,33990,14025,72630,NA,35350
"18664",2014,"WA",9,"democrat",118132,37,711466,412722,95024,20422,191074,86197,31492
"18665",2014,"WA",10,"democrat",99279,35.8,714449,575502,63794,29981,67026,78278,30486
"18666",2014,"WI",1,"democrat",105552,40.3,712072,642780,47705,8964,16827,NA,29676
"18667",2014,"WI",2,"democrat",224920,36.5,740988,658618,42737,9327,33843,NA,30272
"18668",2014,"WI",3,"democrat",155368,38.3,718518,684781,10858,7413,19657,NA,24994
"18669",2014,"WI",4,"democrat",179045,32.8,717657,398290,258697,9926,29348,NA,22393
"18670",2014,"WI",5,"democrat",101190,40.9,722537,678563,16769,8026,22946,NA,31951
"18671",2014,"WI",6,"democrat",122212,41.9,712031,672455,15411,5507,20025,NA,27477
"18672",2014,"WI",7,"democrat",112949,43.9,711006,677003,7973,21911,14097,NA,26248
"18673",2014,"WI",8,"democrat",101345,40,722755,663304,15330,22705,18244,NA,28368
"18674",2014,"WV",1,"democrat",52109,41.3,616232,591164,19866,2806,7312,NA,22875
"18675",2014,"WV",2,"democrat",67687,42.1,628276,592614,37546,4083,6880,NA,24287
"18676",2014,"WV",3,"democrat",62688,42.5,605818,576742,28606,4168,3091,NA,20017
"18677",2014,"WY",1,"democrat",37803,36.6,584153,544030,9256,22197,7442,NA,29681
"18678",2016,"AK",1,"democrat",111019,33.5,741894,536380,37479,145982,61637,NA,31981
"18679",2016,"AL",1,"democrat",52020.75,39.6,704457,486372,198362,13363,12529,NA,25500
"18680",2016,"AL",2,"democrat",112089,38.2,681621,440558,226633,6507,11198,NA,23108
"18681",2016,"AL",3,"democrat",94549,38.3,709482,501611,189825,5156,15071,NA,22907
"18682",2016,"AL",4,"democrat",58981.25,40.7,683273,613352,50962,11618,6822,NA,22069
"18683",2016,"AL",5,"democrat",102234,40.1,712529,557057,133971,11335,14840,NA,26753
"18684",2016,"AL",6,"democrat",83709,39,706308,565744,112612,4865,17279,NA,31291
"18685",2016,"AL",7,"democrat",171997.5,36.5,665630,225041,426489,3817,7965,NA,19440
"18686",2016,"AR",1,"democrat",45966.5,39.9,725733,578339,137495,12057,5425,NA,21826
"18687",2016,"AR",2,"democrat",111347,36.9,758929,559615,181120,9038,15014,NA,26855
"18688",2016,"AR",3,"democrat",54298,35.3,794237,681721,30571,21122,28145,112548,25715
"18689",2016,"AR",4,"democrat",45721.25,40.8,709349,538879,146912,11331,5115,NA,21343
"18690",2016,"AZ",1,"democrat",142219,37.5,766924,526171,25862,193679,17865,NA,23997
"18691",2016,"AZ",2,"democrat",135873,40.8,722770,615931,42687,22196,31755,203864,25908
"18692",2016,"AZ",3,"democrat",111729.75,32.7,752284,506701,40676,46008,17248,NA,21896
"18693",2016,"AZ",4,"democrat",81296,47.9,753807,676612,18955,21716,15846,NA,24763
"18694",2016,"AZ",5,"democrat",114940,37.5,785110,687679,36373,11730,43773,142569,33273
"18695",2016,"AZ",6,"democrat",122866,42.3,764776,668136,22063,19254,47895,128302,35935
"18696",2016,"AZ",7,"democrat",89598.75,29.7,818387,490682,94876,27435,27245,524111,21835
"18697",2016,"AZ",8,"democrat",51254.25,42.6,782511,684146,41220,13250,39320,NA,31315
"18698",2016,"AZ",9,"democrat",169055,33.5,784502,609764,62220,37707,48478,213462,30582
"18699",2016,"CA",1,"democrat",128588,43,703162,642559,15225,29330,28954,NA,23679
"18700",2016,"CA",2,"democrat",190645.5,44.1,716202,607432,17197,31194,40222,127270,31246
"18701",2016,"CA",3,"democrat",152513,35,740253,538223,59495,23530,98223,219817,27183
"18702",2016,"CA",4,"democrat",130845,44.2,737169,652925,15019,21388,51740,101290,34947
"18703",2016,"CA",5,"democrat",168394.5,40.4,735968,494625,59626,19521,103469,204489,31892
"18704",2016,"CA",6,"democrat",133173.75,33.9,763987,441895,121056,16286,139917,212648,26842
"18705",2016,"CA",7,"democrat",152133,38.5,738468,514836,69172,17348,146025,128591,33332
"18706",2016,"CA",8,"democrat",83035,34.5,723600,577494,76755,16966,32425,292176,24185
"18707",2016,"CA",9,"democrat",133163,35.1,760794,476509,91153,34419,136127,290773,27265
"18708",2016,"CA",10,"democrat",116470,34.4,744989,566957,31774,17162,66514,NA,26325
"18709",2016,"CA",11,"democrat",214868,39.7,756337,506859,73461,11853,131186,210398,37547
"18710",2016,"CA",12,"democrat",205526.25,37.8,756991,404813,49146,7163,268666,112626,51055
"18711",2016,"CA",13,"democrat",219837.75,37,755243,359987,153448,17696,184024,159479,34901
"18712",2016,"CA",14,"democrat",173722.5,39.6,749041,365092,29045,8554,284407,172550,41653
"18713",2016,"CA",15,"democrat",198578,38.6,769371,394105,45153,8830,284368,177275,43528
"18714",2016,"CA",16,"democrat",97473,30.2,730141,444081,51939,17922,74882,NA,20071
"18715",2016,"CA",17,"democrat",174894,36,774647,250812,28699,6336,441021,127633,49468
"18716",2016,"CA",18,"democrat",230460,40.2,739012,492734,21317,8871,196367,125543,53091
"18717",2016,"CA",19,"democrat",181802,36,762005,361810,30334,15484,234221,307779,32097
"18718",2016,"CA",20,"democrat",180980,34.6,743764,498448,20106,13126,54672,393913,26058
"18719",2016,"CA",21,"democrat",57282,29.3,726385,522966,32755,15187,23115,NA,19942
"18720",2016,"CA",22,"democrat",76211,32.9,755289,581595,27560,15567,75836,NA,26043
"18721",2016,"CA",23,"democrat",74468,33.8,725299,537895,56444,18888,53735,NA,26785
"18722",2016,"CA",24,"democrat",166034,35.8,738700,613906,19355,16774,48721,267612,28913
"18723",2016,"CA",25,"democrat",122406,36.3,728858,509060,65443,16585,75228,284066,32221
"18724",2016,"CA",26,"democrat",169248,37.4,726532,613016,19665,13502,63446,328332,30338
"18725",2016,"CA",27,"democrat",168977,42.2,724293,294795,44835,9623,296240,203066,29887
"18726",2016,"CA",28,"democrat",158162.25,39.7,709613,497084,28352,7491,112175,174830,31238
"18727",2016,"CA",29,"democrat",128868,34.4,726264,433064,28481,8065,62892,496228,22452
"18728",2016,"CA",30,"democrat",205279,39.9,759943,540537,54090,7182,105976,215506,34427
"18729",2016,"CA",31,"democrat",121070,32.3,742627,490996,90733,18168,69433,397886,25795
"18730",2016,"CA",32,"democrat",139984.5,36.1,719488,311534,30119,10869,146092,441014,24314
"18731",2016,"CA",33,"democrat",219397,41.7,712919,548491,27330,7626,128934,91846,52135
"18732",2016,"CA",34,"democrat",119367,34.5,758622,337044,42175,16881,155349,484523,20675
"18733",2016,"CA",35,"democrat",124044,32.3,744729,365767,57079,18122,61997,527633,22391
"18734",2016,"CA",36,"democrat",144348,41.1,749841,532082,39093,19302,33952,370893,22511
"18735",2016,"CA",37,"democrat",177954,35.7,729010,329152,171907,11197,84868,288700,27827
"18736",2016,"CA",38,"democrat",163590,37,708889,324455,40088,6891,129790,426218,27028
"18737",2016,"CA",39,"democrat",112679,38.2,729909,379056,24179,10969,249576,250646,31903
"18738",2016,"CA",40,"democrat",79915.5,30.6,723345,368118,33988,10016,22870,636736,20326
"18739",2016,"CA",41,"democrat",128164,30.9,760165,370658,80332,13132,48746,450959,25421
"18740",2016,"CA",42,"democrat",104689,35.2,793044,530245,53736,14875,98010,312449,30496
"18741",2016,"CA",43,"democrat",125262.75,35.2,724077,268991,169536,12942,105871,339681,25960
"18742",2016,"CA",44,"democrat",133809.75,32.3,723685,340577,120205,9872,45246,511063,21668
"18743",2016,"CA",45,"democrat",129231,38.9,774130,517753,17719,4414,221834,140494,42661
"18744",2016,"CA",46,"democrat",123444.75,32.1,736031,451478,17630,8850,101076,488378,23714
"18745",2016,"CA",47,"democrat",154759,36.4,714311,403522,67588,11165,167548,262376,29820
"18746",2016,"CA",48,"democrat",127715,41.8,727100,528505,13366,8005,143417,156640,37790
"18747",2016,"CA",49,"democrat",154267,37.2,739697,628300,22471,6024,65769,199327,36040
"18748",2016,"CA",50,"democrat",103646,36.9,751527,605763,36926,25346,60022,236000,29662
"18749",2016,"CA",51,"democrat",145162,32.5,747202,518301,60583,11927,67800,525778,20360
"18750",2016,"CA",52,"democrat",181253,36.6,750537,556442,28867,5184,178055,101718,41305
"18751",2016,"CA",53,"democrat",198988,35.3,766812,537095,76827,13133,131707,260027,34691
"18752",2016,"CO",1,"democrat",257254,35,812843,652281,80602,14638,37181,224689,35820
"18753",2016,"CO",2,"democrat",260175,37.7,803470,744852,13896,12271,33879,84608,32717
"18754",2016,"CO",3,"democrat",150914,40.2,738119,671203,11934,28342,10098,179514,26431
"18755",2016,"CO",4,"democrat",123642,37.1,795836,747561,15605,11112,20852,176988,32335
"18756",2016,"CO",5,"democrat",111676,35.5,786939,684142,61994,16570,32042,124676,30980
"18757",2016,"CO",6,"democrat",160372,36.6,813566,609260,90297,13632,63026,156313,35759
"18758",2016,"CO",7,"democrat",199758,35.9,789772,711776,22555,17309,32862,234430,33065
"18759",2016,"CT",1,"democrat",187021,40.2,712461,511125,124075,7839,42198,119491,36068
"18760",2016,"CT",2,"democrat",186210,41.9,705034,629958,41643,11138,30083,58604,33586
"18761",2016,"CT",3,"democrat",192274,39.5,717162,537538,113465,6845,39973,110187,34043
"18762",2016,"CT",4,"democrat",187811,39.8,732469,554341,105050,7116,47900,144971,37106
"18763",2016,"CT",5,"democrat",163499,43.2,709326,597404,57204,5620,29932,129094,35143
"18764",2016,"DE",1,"democrat",233554,40.6,952065,679963,225488,10179,43419,87152,31366
"18765",2016,"FL",1,"democrat",114079,38.7,762506,613859,118026,14508,32154,48518,26329
"18766",2016,"FL",2,"democrat",102801,43.2,720418,603609,97986,10636,18243,46027,24608
"18767",2016,"FL",3,"democrat",136338,37.8,732088,578947,126837,8079,30966,70202,23340
"18768",2016,"FL",4,"democrat",113088,39.8,778620,659289,74897,7020,48751,63867,34877
"18769",2016,"FL",5,"democrat",194549,33,728346,348270,363835,6556,20116,57979,22288
"18770",2016,"FL",6,"democrat",151051,47.5,765005,659079,88141,5165,17312,96280,25241
"18771",2016,"FL",7,"democrat",182039,36.5,762326,615868,92831,8098,41126,192914,29885
"18772",2016,"FL",8,"democrat",127127,48.1,744430,639178,80195,7225,22959,77786,25081
"18773",2016,"FL",9,"democrat",195311,37.4,832753,647320,135336,5361,32376,324977,24323
"18774",2016,"FL",10,"democrat",198491,35.5,791447,471563,236714,4565,50850,213844,26222
"18775",2016,"FL",11,"democrat",124713,55.6,758331,675792,71700,7280,11499,74447,22793
"18776",2016,"FL",12,"democrat",116110,46.6,760472,689710,45808,5945,27786,93030,26091
"18777",2016,"FL",13,"democrat",184693,46.5,728996,594569,102730,4691,30930,71684,26649
"18778",2016,"FL",14,"democrat",195789,36.2,769968,555366,168083,7964,43544,223634,26819
"18779",2016,"FL",15,"democrat",135475,38.4,762822,597230,116853,5054,29927,175127,26444
"18780",2016,"FL",16,"democrat",155262,47,803454,688564,71661,5364,19891,142084,27747
"18781",2016,"FL",17,"democrat",115974,51.3,768138,679626,62503,6159,11629,117927,23961
"18782",2016,"FL",18,"democrat",161918,47.1,754652,623498,102395,4257,19976,121586,27146
"18783",2016,"FL",19,"democrat",123812,50.2,799332,697643,69073,3368,15903,155349,27131
"18784",2016,"FL",20,"democrat",167185.5,36.4,794621,326908,434047,7792,31729,191652,22544
"18785",2016,"FL",21,"democrat",210606,45.4,758201,596435,131301,3402,21655,177488,26976
"18786",2016,"FL",22,"democrat",199113,45.2,737019,570842,127516,10166,29068,150340,31567
"18787",2016,"FL",23,"democrat",183225,41.6,749377,577295,110666,6464,41444,278102,31368
"18788",2016,"FL",24,"democrat",0.75,37.1,749624,324523,372199,3709,11011,294916,21329
"18789",2016,"FL",25,"democrat",95319,42.5,763628,690761,38492,2684,9286,580988,21381
"18790",2016,"FL",26,"democrat",115493,38.4,788816,651923,98039,2119,16817,551752,23709
"18791",2016,"FL",27,"democrat",129760,41.9,747049,649741,45427,3815,21247,534078,25950
"18792",2016,"GA",1,"democrat",52560.75,35.8,734172,482968,233102,8765,18970,NA,26516
"18793",2016,"GA",2,"democrat",148543,36.1,672244,298851,358908,4075,12028,NA,20769
"18794",2016,"GA",3,"democrat",95969,38.3,729810,520290,192457,6944,19626,NA,27040
"18795",2016,"GA",4,"democrat",165109.5,35.3,752273,235311,454356,6396,37360,NA,28002
"18796",2016,"GA",5,"democrat",190335.75,33.8,747809,254461,445925,9562,41595,47775,27204
"18797",2016,"GA",6,"democrat",124917,38.4,756004,532480,124907,15336,93498,92695,41303
"18798",2016,"GA",7,"democrat",114220,36.5,789864,440253,175326,6099,121784,147115,32281
"18799",2016,"GA",8,"democrat",83225,36.7,710108,464557,227842,6160,13457,NA,23895
"18800",2016,"GA",9,"democrat",64133.75,40.8,736075,656111,59469,7729,10646,NA,24071
"18801",2016,"GA",10,"democrat",60931.25,36.3,741464,523446,192759,4078,20654,NA,24999
"18802",2016,"GA",11,"democrat",105383,36.3,764184,571257,138146,9279,30019,92708,32739
"18803",2016,"GA",12,"democrat",99420,35.7,719970,430986,262294,4258,16522,NA,22781
"18804",2016,"GA",13,"democrat",189624.75,35.2,746218,241326,460588,6626,25698,NA,30060
"18805",2016,"GA",14,"democrat",54185.75,38.1,710176,610838,75348,8539,9658,NA,24747
"18806",2016,"HI",1,"democrat",109062.75,39.2,706501,233487,27412,10604,479905,NA,35153
"18807",2016,"HI",2,"democrat",128136,38.5,722056,380001,22100,22711,330722,NA,30871
"18808",2016,"IA",1,"democrat",177403,38.8,771008,716531,36656,5401,15613,NA,30235
