"","year","state","district","party","votes","median_age","population","white_pop","black_pop","native_pop","asian_pop","hisp_pop","median_income_12mo"
"18290",2014,"CA",27,"democrat",75728,41,714911,302319,34121,7070,285039,201174,27917
"18291",2014,"CA",28,"democrat",68997,38.7,721435,505864,22394,8783,111948,191743,29859
"18292",2014,"CA",29,"democrat",50096,33.2,718633,411257,30898,7919,59537,496277,20732
"18293",2014,"CA",30,"democrat",86568,39.2,754331,529799,49925,7951,106959,203074,31774
"18294",2014,"CA",31,"democrat",51622,31.8,738321,477464,85713,13458,73908,377404,24444
"18295",2014,"CA",32,"democrat",50353,36.1,735945,353475,28526,10133,144666,455983,22276
"18296",2014,"CA",33,"democrat",108331,41.2,714411,573787,24464,14198,122559,92093,50517
"18297",2014,"CA",34,"democrat",46215.75,34.7,720406,318407,34270,8005,154399,466707,17833
"18298",2014,"CA",35,"democrat",46691.25,31.3,732845,371470,55065,14930,50179,516327,21726
"18299",2014,"CA",36,"democrat",72682,38.9,746522,529578,39457,14731,32979,366565,22363
"18300",2014,"CA",37,"democrat",72590.25,35.8,723724,341048,171312,18546,85856,284410,25546
"18301",2014,"CA",38,"democrat",58192,36.3,720208,377265,31438,10325,118606,454316,25063
"18302",2014,"CA",39,"democrat",41906,37.7,716854,406330,23928,7683,225977,245165,31534
"18303",2014,"CA",40,"democrat",37034.25,30.6,713940,395747,37739,7143,25124,620204,17444
"18304",2014,"CA",41,"democrat",46948,30.7,739287,415939,72385,15609,58016,435627,22316
"18305",2014,"CA",42,"democrat",38850,34.9,754191,539377,58087,12925,79716,282599,28875
"18306",2014,"CA",43,"democrat",69681,34.4,731916,320092,197865,31831,97906,335050,23313
"18307",2014,"CA",44,"democrat",44752.5,30.6,726147,349414,124891,15580,49025,511932,19505
"18308",2014,"CA",45,"democrat",56819,38.1,763368,519293,22551,6045,190009,152464,40625
"18309",2014,"CA",46,"democrat",49738,31.6,730783,458888,15034,6599,103852,487988,22036
"18310",2014,"CA",47,"democrat",69091,37.1,718747,432356,56347,10657,180350,246848,26870
"18311",2014,"CA",48,"democrat",62713,41.1,726491,502609,12688,11117,150466,155791,36793
"18312",2014,"CA",49,"democrat",64981,37.4,728456,611436,22814,7467,65118,179235,34123
"18313",2014,"CA",50,"democrat",45302,37.2,737332,608801,30407,16877,58689,230290,27673
"18314",2014,"CA",51,"democrat",56373,31.6,720935,488947,58998,11599,64934,511341,19740
"18315",2014,"CA",52,"democrat",98826,36.2,759602,558633,33463,10745,170866,109805,40324
"18316",2014,"CA",53,"democrat",87104,35.2,753810,530590,73285,13750,127948,251708,31124
"18317",2014,"CO",1,"democrat",183281,34.8,788694,650119,75187,18648,35920,222333,32210
"18318",2014,"CO",2,"democrat",196300,37.5,765721,712892,10965,12018,30323,NA,31673
"18319",2014,"CO",3,"democrat",100364,38.9,729368,657981,11124,25271,7691,NA,25639
"18320",2014,"CO",4,"democrat",83727,36.8,768242,705474,17317,14190,21786,166820,30986
"18321",2014,"CO",5,"democrat",105673,35.3,759664,652799,57190,18348,30005,116871,27806
"18322",2014,"CO",6,"democrat",118847,35.8,772966,603120,81589,13423,51025,154720,35112
"18323",2014,"CO",7,"democrat",148225,36.3,771211,699891,19357,17888,33676,215472,31134
"18324",2014,"CT",1,"democrat",127430,40.9,711205,518263,122446,6673,39801,114958,32490
"18325",2014,"CT",2,"democrat",131294,41.9,710798,635043,40492,11783,27864,56024,31812
"18326",2014,"CT",3,"democrat",130009,39.4,720986,555489,104464,5167,33613,104117,31733
"18327",2014,"CT",4,"democrat",101401,38.9,740215,549154,96792,2733,47716,140284,37161
"18328",2014,"CT",5,"democrat",106256,41.5,713473,591319,56566,5447,32574,125770,33138
"18329",2014,"DE",1,"democrat",137251,39.6,935614,668734,220001,7955,40345,83326,30173
"18330",2014,"FL",1,"democrat",41271.5,38.2,743897,598612,113346,13252,29804,46011,25709
"18331",2014,"FL",2,"democrat",126096,36.8,711296,508281,185911,8721,19009,41521,24186
"18332",2014,"FL",3,"democrat",73910,38.8,716034,591213,100571,8199,27427,65433,23359
"18333",2014,"FL",4,"democrat",44471.75,38.1,714880,572511,105368,6224,40782,58687,29376
"18334",2014,"FL",5,"democrat",112340,34,742217,302801,405041,5652,22802,NA,19255
"18335",2014,"FL",6,"democrat",99563,46.8,736069,638464,74885,6311,18972,57269,24985
"18336",2014,"FL",7,"democrat",73011,37.4,735643,609793,86154,7688,35020,156150,25994
"18337",2014,"FL",8,"democrat",93724,47.7,715672,611928,82228,6367,21788,71423,24667
"18338",2014,"FL",9,"democrat",93850,35.4,769993,585388,89838,5102,43405,364846,22035
"18339",2014,"FL",10,"democrat",89426,41,758350,609673,98895,7444,38752,140390,25779
"18340",2014,"FL",11,"democrat",90786,52.8,728133,643800,69940,4617,13597,67368,21167
"18341",2014,"FL",12,"democrat",0.25,44.6,729937,657407,46268,7371,25515,95057,26114
"18342",2014,"FL",13,"democrat",42043,47.9,707503,630372,50679,4863,30322,68243,26407
"18343",2014,"FL",14,"democrat",0.75,36.1,757963,493931,202087,6138,34262,219777,24321
"18344",2014,"FL",15,"democrat",84832,37.4,724176,557331,111943,6165,26000,130854,26167
"18345",2014,"FL",16,"democrat",105483,51.1,744076,669506,56728,3579,16857,89270,26957
"18346",2014,"FL",17,"democrat",82263,47.2,725251,619067,73710,4385,14328,139505,21978
"18347",2014,"FL",18,"democrat",151478,47.2,731704,604291,100743,3974,17603,109237,26880
"18348",2014,"FL",19,"democrat",80824,50,753542,662941,66493,4844,13102,143561,26173
"18349",2014,"FL",20,"democrat",96373.5,36.6,745656,322772,399771,8222,18994,160422,20527
"18350",2014,"FL",21,"democrat",115046.25,44.4,742664,591964,104240,4146,33304,163232,27486
"18351",2014,"FL",22,"democrat",125404,44.8,731165,598702,99558,4822,24793,152966,29810
"18352",2014,"FL",23,"democrat",103269,41.2,730033,584183,97145,6056,28409,291838,27562
"18353",2014,"FL",24,"democrat",96894,35.8,741950,275905,437467,4469,14478,238417,20454
"18354",2014,"FL",25,"democrat",0.25,39.5,745358,646405,58963,3342,20236,527426,21512
"18355",2014,"FL",26,"democrat",78306,40.1,749692,656026,74388,2575,17654,515484,23190
"18356",2014,"FL",27,"democrat",0.25,39.9,760443,673051,59362,1134,16261,578904,20821
"18357",2014,"GA",1,"democrat",61175,35,729328,471234,228136,8366,18286,44989,25251
"18358",2014,"GA",2,"democrat",96363,35.6,685342,306056,362234,4120,10954,NA,20328
"18359",2014,"GA",3,"democrat",39069.25,37,725530,518781,187666,4337,18398,NA,25459
"18360",2014,"GA",4,"democrat",120908.25,35.7,728367,238399,427633,6920,42846,NA,24560
"18361",2014,"GA",5,"democrat",127744.5,33.5,738016,255209,437342,6473,37224,NA,25476
"18362",2014,"GA",6,"democrat",71486,37.5,732089,530514,107334,5160,82923,91031,40254
"18363",2014,"GA",7,"democrat",60112,35.5,752996,457609,151422,8523,104945,138110,30591
"18364",2014,"GA",8,"democrat",32484.5,36.6,705698,466682,225582,4446,11142,NA,22200
"18365",2014,"GA",9,"democrat",36514.75,39.7,717371,633143,57851,7165,10005,NA,22566
"18366",2014,"GA",10,"democrat",65777,37.1,713570,499076,196517,2750,18489,NA,22312
"18367",2014,"GA",11,"democrat",40383,35.9,725169,544082,133975,4464,28412,78101,31526
"18368",2014,"GA",12,"democrat",75478,35,701628,422978,256765,4384,15669,NA,20995
"18369",2014,"GA",13,"democrat",119583.75,35.1,741383,263398,429329,3213,19957,NA,26710
"18370",2014,"GA",14,"democrat",29695.5,37.2,700856,603649,71900,3806,8042,NA,22453
"18371",2014,"HI",1,"democrat",93390,38.6,707541,234150,26828,13480,462490,NA,31986
"18372",2014,"HI",2,"democrat",106507.5,37.5,712020,370903,24338,16564,330032,86561,30234
"18373",2014,"IA",1,"democrat",141145,38.6,770612,716648,34423,4609,14523,NA,28882
"18374",2014,"IA",2,"democrat",143431,38.4,776785,717486,39381,5553,23007,NA,27014
"18375",2014,"IA",3,"democrat",119109,37,801039,738619,41972,5739,27858,NA,31359
"18376",2014,"IA",4,"democrat",105504,39.1,758690,720417,14524,7577,18317,NA,25799
"18377",2014,"ID",1,"democrat",77277,37.9,834295,796803,6488,21137,14287,NA,23982
"18378",2014,"ID",2,"democrat",82801,34.1,800169,739809,12320,18546,20913,NA,22739
"18379",2014,"IL",1,"democrat",162268,38.1,717741,303265,376457,6589,13050,NA,26195
"18380",2014,"IL",2,"democrat",120252.75,38.2,707817,285148,400905,4699,6152,NA,24832
"18381",2014,"IL",3,"democrat",116764,37.5,730269,572017,33909,4653,38043,NA,28761
"18382",2014,"IL",4,"democrat",59749.5,31.9,725616,439094,43203,7097,27391,512282,22199
"18383",2014,"IL",5,"democrat",116364,35,717666,604560,24347,5803,56463,136482,40355
"18384",2014,"IL",6,"democrat",78465,41.2,734700,625082,24318,2917,76520,NA,40437
"18385",2014,"IL",7,"democrat",116332.5,33.6,727478,253358,370831,3928,58020,107665,26478
"18386",2014,"IL",8,"democrat",84178,36.7,725320,508040,34600,5987,102609,NA,30775
"18387",2014,"IL",9,"democrat",141000,39.7,710295,530756,71355,3428,102884,76977,32908
"18388",2014,"IL",10,"democrat",91136,38.1,711698,565946,51564,5141,79432,NA,31507
"18389",2014,"IL",11,"democrat",93436,34.9,712657,473690,100145,5214,54511,NA,30956
"18390",2014,"IL",12,"democrat",87860,39.3,701698,569581,126117,6014,11146,NA,26068
"18391",2014,"IL",13,"democrat",86935,35.9,715374,598755,91191,9485,28816,NA,24632
"18392",2014,"IL",14,"democrat",76861,39.5,725522,647685,27307,4169,39376,NA,36011
"18393",2014,"IL",15,"democrat",55652,40.5,705504,664711,34609,4060,6834,NA,25366
"18394",2014,"IL",16,"democrat",63810,40.3,699582,644519,34244,3943,12830,NA,26595
"18395",2014,"IL",17,"democrat",110560,39.7,701014,592771,90204,7614,10830,NA,24081
"18396",2014,"IL",18,"democrat",62377,40.4,710629,660824,29201,5058,21404,NA,30608
"18397",2014,"IN",1,"democrat",86579,38.9,718064,517502,149364,4856,13083,NA,26519
"18398",2014,"IN",2,"democrat",55590,37.1,721627,642505,58459,7513,10821,NA,24323
"18399",2014,"IN",3,"democrat",39771,37,734384,658946,57003,8288,18214,NA,25899
"18400",2014,"IN",4,"democrat",47056,37,742958,681266,34947,4870,23184,NA,26121
"18401",2014,"IN",5,"democrat",49756,37.9,743454,653326,64655,3231,31094,NA,32132
"18402",2014,"IN",6,"democrat",45509,40,720106,681446,25466,3938,10255,NA,25578
"18403",2014,"IN",7,"democrat",61443,33.4,756223,477717,238874,7524,20783,NA,22331
"18404",2014,"IN",8,"democrat",61384,39.3,723064,677610,36420,3862,9475,NA,24734
"18405",2014,"IN",9,"democrat",55016,37.6,736975,690130,29153,3839,20020,NA,25536
"18406",2014,"KS",1,"democrat",65397,35.1,718346,646999,30630,13357,14506,NA,25066
"18407",2014,"KS",2,"democrat",87153,37.2,715446,653667,47534,24019,13969,NA,25478
"18408",2014,"KS",3,"democrat",89584,36.2,749250,633980,75798,10377,37498,NA,32432
"18409",2014,"KS",4,"democrat",69396,36.4,720979,622274,60761,17249,27874,NA,27082
"18410",2014,"KY",1,"democrat",63596,39.5,724041,659290,61204,5290,4439,NA,21103
"18411",2014,"KY",2,"democrat",69898,37.7,742858,683134,51570,5492,11178,NA,22632
"18412",2014,"KY",3,"democrat",157056,37.7,736532,550670,174473,4404,22680,NA,26129
"18413",2014,"KY",4,"democrat",71694,38.2,748191,707118,30998,5588,10014,NA,26462
"18414",2014,"KY",5,"democrat",42837.5,41,712274,693559,13442,4079,3295,NA,17239
"18415",2014,"KY",6,"democrat",98290,36.9,749561,651730,76990,6984,17745,NA,24388
"18416",2014,"LA",1,"democrat",47312.5,37.3,796858,643406,114781,17691,23741,72123,27692
"18417",2014,"LA",2,"democrat",142504.5,35.7,775807,257268,491597,5476,20484,43298,21831
"18418",2014,"LA",3,"democrat",51981.5,35.4,777665,564290,202399,7648,13945,NA,23693
"18419",2014,"LA",4,"democrat",38170.75,36.3,756663,478367,262856,10984,9848,30629,22500
"18420",2014,"LA",5,"democrat",61802.75,37.1,750819,471323,272222,6550,5782,NA,19785
"18421",2014,"LA",6,"democrat",95127,35.2,791864,572822,198450,7285,19722,NA,28231
"18422",2014,"MA",1,"democrat",125709,41,733426,630495,55902,5478,16852,NA,25903
"18423",2014,"MA",2,"democrat",127230,39.1,736475,645835,47771,6267,45181,68672,29062
"18424",2014,"MA",3,"democrat",139104,38.7,755778,601340,31916,6495,62005,144264,31678
"18425",2014,"MA",4,"democrat",138118.5,41,748190,671211,28776,5060,51058,31397,39270
"18426",2014,"MA",5,"democrat",136575,38.7,755944,611050,50155,2708,95705,65415,39164
"18427",2014,"MA",6,"democrat",149638,42.7,757309,662645,32617,4138,35768,61966,36090
"18428",2014,"MA",7,"democrat",106599.75,31.3,769929,444526,231475,6597,85102,160308,25909
"18429",2014,"MA",8,"democrat",150483,39.7,751768,601651,84275,4029,62829,40014,36856
"18430",2014,"MA",9,"democrat",140413,45.1,736589,667436,30870,7725,14416,NA,30406
"18431",2014,"MD",1,"democrat",73843,42.1,728405,614040,95030,4372,20413,NA,31330
"18432",2014,"MD",2,"democrat",120412,36.1,743321,432183,265887,6393,44807,49226,31260
"18433",2014,"MD",3,"democrat",128594,36.9,768378,502483,194163,7117,68016,65606,39737
"18434",2014,"MD",4,"democrat",134628,36.9,742761,265220,400529,7459,26094,116511,36541
"18435",2014,"MD",5,"democrat",144725,38.3,753079,409663,299838,10975,41246,60545,39919
"18436",2014,"MD",6,"democrat",94704,38.7,755369,540618,106816,11257,93429,96489,33900
"18437",2014,"MD",7,"democrat",144639,37.4,738431,277867,406585,7883,55326,NA,29858
"18438",2014,"MD",8,"democrat",136722,40.4,746663,527758,97539,5800,79554,111844,41388
"18439",2014,"ME",1,"democrat",186674,43.7,673835,647995,14404,8459,13329,NA,27980
"18440",2014,"ME",2,"democrat",118568,44.6,656254,638814,8541,15769,7749,NA,22181
"18441",2014,"MI",1,"democrat",113263,46,703687,667883,16157,29433,6175,NA,22467
"18442",2014,"MI",2,"democrat",70851,36.6,724843,639291,55399,11511,21150,NA,23372
"18443",2014,"MI",3,"democrat",84720,37.1,725487,626716,75751,8779,15881,NA,25595
"18444",2014,"MI",4,"democrat",85777,40.9,702630,674766,18140,11648,8887,NA,22596
"18445",2014,"MI",5,"democrat",148182,40.9,687292,548647,131750,8786,10239,NA,22461
"18446",2014,"MI",6,"democrat",84391,38.5,712100,625026,72102,10812,15203,NA,24730
"18447",2014,"MI",7,"democrat",92083,41.9,702894,657545,37294,8390,9365,NA,26708
"18448",2014,"MI",8,"democrat",102269,37.7,725201,638324,51875,9738,37965,NA,29833
"18449",2014,"MI",9,"democrat",136342,40.4,720485,589516,104922,7588,31715,NA,27744
"18450",2014,"MI",10,"democrat",67143,42.8,706525,670795,23102,7727,14615,NA,27281
"18451",2014,"MI",11,"democrat",101681,41.1,718435,605720,43424,6246,71528,NA,36396
"18452",2014,"MI",12,"democrat",134346,35.7,705207,573387,86226,8645,45082,41109,27357
"18453",2014,"MI",13,"democrat",99532.5,35.8,687170,275388,386522,7636,12042,NA,18122
"18454",2014,"MI",14,"democrat",123954,39.5,687921,252632,404323,9063,36884,NA,22846
"18455",2014,"MN",1,"democrat",122851,38.5,666946,619401,23314,4142,20570,NA,28747
"18456",2014,"MN",2,"democrat",95565,37.5,689759,604504,37743,8152,36807,NA,36841
"18457",2014,"MN",3,"democrat",101846,40.1,685736,575335,55278,5520,60737,NA,39793
"18458",2014,"MN",4,"democrat",147857,35.5,695920,525755,80050,11721,91058,NA,31203
"18459",2014,"MN",5,"democrat",167079,33.8,706584,514502,127829,15063,47870,63973,29860
"18460",2014,"MN",6,"democrat",90926,36.1,684784,642924,26591,7437,21184,NA,32482
"18461",2014,"MN",7,"democrat",130546,40.8,662682,623526,11526,23661,7177,NA,26839
"18462",2014,"MN",8,"democrat",129090,43.1,664762,633756,11258,26627,7112,NA,25873
"18463",2014,"MO",1,"democrat",89486.25,35.6,744782,346827,378065,7613,24649,NA,24125
"18464",2014,"MO",2,"democrat",75384,42.2,758288,691116,29548,3810,40965,NA,35898
"18465",2014,"MO",3,"democrat",52021,38.5,766993,722368,34569,7899,8774,NA,27685
"18466",2014,"MO",4,"democrat",46464,36.7,763003,702358,49015,13917,14804,NA,22268
"18467",2014,"MO",5,"democrat",79256,36.9,758442,533174,181768,9383,16989,NA,25761
"18468",2014,"MO",6,"democrat",55157,38.9,760291,708321,40765,8679,13545,NA,26779
"18469",2014,"MO",7,"democrat",47282,38.3,765669,725864,21471,17042,12749,NA,21984
"18470",2014,"MO",8,"democrat",38721,41.1,746121,696965,41691,10748,7139,NA,20244
"18471",2014,"MS",1,"democrat",43713,37.1,760275,539005,213404,3350,6667,NA,21964
"18472",2014,"MS",2,"democrat",75516,35.6,722640,230764,481399,3765,3135,NA,19097
"18473",2014,"MS",3,"democrat",47744,37.5,749430,465814,268159,9160,8981,NA,22138
"18474",2014,"MS",4,"democrat",37869,36.7,761734,559155,190567,6353,12950,NA,22277
"18475",2014,"MT",1,"democrat",148690,39.6,1023579,935492,9638,81795,14042,NA,24232
"18476",2014,"NC",1,"democrat",154333,37.6,742851,303855,405374,9060,14100,NA,20275
"18477",2014,"NC",2,"democrat",85479,36.4,774723,579239,147252,13784,37082,84488,26570
"18478",2014,"NC",3,"democrat",66182,34.8,759653,580187,157629,7500,11651,NA,24280
"18479",2014,"NC",4,"democrat",169946,33.1,795798,474943,252664,11764,54049,95083,26833
"18480",2014,"NC",5,"democrat",88973,40.3,750233,621068,101939,4151,12431,66254,23464
"18481",2014,"NC",6,"democrat",103758,42.1,755280,593913,125146,6497,21538,NA,26488
"18482",2014,"NC",7,"democrat",84054,41.4,772311,592590,143828,20876,8190,NA,23572
"18483",2014,"NC",8,"democrat",65854,39,746671,510937,148959,59057,12976,NA,22069
"18484",2014,"NC",9,"democrat",40770,38.3,805960,643339,115049,8454,43343,68294,36516
"18485",2014,"NC",10,"democrat",85292,41.9,744808,619247,97212,5016,11943,NA,22696
"18486",2014,"NC",11,"democrat",85342,44.4,744956,676104,31776,17818,11506,NA,22231
"18487",2014,"NC",12,"democrat",97572,32.2,778251,295911,410685,7506,36446,106782,21396
"18488",2014,"NC",13,"democrat",114718,39,772469,580039,146951,7060,22460,65713,31543
"18489",2014,"ND",1,"democrat",34525,35.1,739482,669224,18357,51139,11914,NA,30609
"18490",2014,"NE",1,"democrat",55838,35.4,634290,582787,25013,14917,19146,NA,27163
"18491",2014,"NE",2,"democrat",83872,34,641045,541141,72602,10043,22949,NA,30346
"18492",2014,"NE",3,"democrat",34860,40.3,606168,576691,9763,10023,5808,NA,25420
"18493",2014,"NH",1,"democrat",116769,42.3,665612,635123,14588,5867,20220,NA,31686
"18494",2014,"NH",2,"democrat",130700,42.6,661201,629430,11922,5176,20967,NA,30981
"18495",2014,"NJ",1,"democrat",93315,38.7,732232,504399,135777,3689,40430,95651,30573
"18496",2014,"NJ",2,"democrat",66026,41.4,733973,562623,110942,7956,33651,116638,26441
"18497",2014,"NJ",3,"democrat",82537,43,734551,609905,88747,6949,35483,56903,34495
"18498",2014,"NJ",4,"democrat",54415,41.6,748864,653659,57809,4320,34492,73086,35110
"18499",2014,"NJ",5,"democrat",81808,43,745147,586777,44181,2425,87238,101389,39523
"18500",2014,"NJ",6,"democrat",72190,36.9,748924,487170,82562,3519,146326,162541,34567
"18501",2014,"NJ",7,"democrat",68232,42.4,748182,607756,39538,3530,77685,91297,43533
"18502",2014,"NJ",8,"democrat",46132.5,34.4,762249,455264,88616,2965,76960,418808,26797
"18503",2014,"NJ",9,"democrat",82498,37.2,759352,455066,92460,7015,102140,273980,31014
"18504",2014,"NJ",10,"democrat",71800.5,35.6,742855,225752,407220,5362,50803,140362,26281
"18505",2014,"NJ",11,"democrat",65477,43.2,739014,617441,32357,2211,81152,78129,43977
"18506",2014,"NJ",12,"democrat",90430,39.5,742832,445401,132435,4440,130173,120388,35455
"18507",2014,"NM",1,"democrat",105474,37.7,699493,526368,24407,37504,30927,NA,25023
"18508",2014,"NM",2,"democrat",52499,36.1,699424,588504,15802,45966,10196,NA,19921
"18509",2014,"NM",3,"democrat",113249,38,686655,457453,13093,134137,11597,NA,24277
"18510",2014,"NV",1,"democrat",45643,35.8,693623,400524,91808,9973,65503,305129,22156
"18511",2014,"NV",2,"democrat",52016,38.7,697426,600492,17851,20557,37857,151742,27119
"18512",2014,"NV",3,"democrat",52644,38.5,734973,533735,58635,9465,118620,124796,32337
"18513",2014,"NV",4,"democrat",59844,36.6,713077,494518,114751,13862,58898,208371,26573
"18514",2014,"NY",1,"democrat",68387,41.8,725932,640942,45637,8522,33293,92936,36335
"18515",2014,"NY",2,"democrat",41814,39.1,724171,571486,80510,7091,25436,159500,35384
"18516",2014,"NY",3,"democrat",80393,44.4,718780,549738,23341,3439,114347,88397,41314
"18517",2014,"NY",4,"democrat",83772,40.3,721920,505268,123097,16580,51552,144746,36815
"18518",2014,"NY",5,"democrat",56784,37.4,760487,142251,404314,8855,117107,140237,26808
"18519",2014,"NY",6,"democrat",36920.25,41.3,733419,343825,32498,4629,302869,144020,30144
"18520",2014,"NY",7,"democrat",35356.5,33.4,732079,371808,98311,7323,151114,298027,24369
"18521",2014,"NY",8,"democrat",52851.75,35.8,758543,233400,427687,6376,43905,138162,25428
"18522",2014,"NY",9,"democrat",53247.75,35.7,755073,272281,381673,5085,60925,86673,28456
"18523",2014,"NY",10,"democrat",55458.75,35.7,736997,524316,32288,6995,146372,91783,45716
"18524",2014,"NY",11,"democrat",41429,39.3,726893,538379,63398,5083,102628,123967,30412
"18525",2014,"NY",12,"democrat",58830,35.5,729253,553011,45597,4655,110269,103602,58695
"18526",2014,"NY",13,"democrat",47577.75,34.4,782199,225821,266551,20812,45947,425942,20613
"18527",2014,"NY",14,"democrat",34027.5,35.5,752344,379067,93084,8041,133082,360598,25622
"18528",2014,"NY",15,"democrat",39846,30.6,750915,104526,269374,6386,13632,490350,15479
"18529",2014,"NY",16,"democrat",67566,38.9,732521,380325,238053,6270,47862,176253,32294
"18530",2014,"NY",17,"democrat",89295,39.1,739263,528526,89395,8323,50991,166389,37027
"18531",2014,"NY",18,"democrat",76235,39.6,720115,570318,80295,7535,27302,118771,32466
"18532",2014,"NY",19,"democrat",60533,44.3,708116,649945,41523,7887,14561,48985,27818
"18533",2014,"NY",20,"democrat",103437,39.1,727913,609557,82191,7859,38848,44287,31395
"18534",2014,"NY",21,"democrat",53140,40.3,713276,667242,29290,10312,9930,NA,25461
"18535",2014,"NY",22,"democrat",28393.5,41.4,709851,653189,35006,6266,21610,NA,25003
"18536",2014,"NY",23,"democrat",60233,40,715663,667001,30662,9130,19853,NA,24414
"18537",2014,"NY",24,"democrat",72631,39.4,715188,621180,73241,9349,21822,NA,27004
"18538",2014,"NY",25,"democrat",87264,38.8,721227,564645,124625,9478,32053,NA,27166
"18539",2014,"NY",26,"democrat",100648,38.9,717332,530356,141928,8211,32785,NA,24508
"18540",2014,"NY",27,"democrat",50939,43.7,716757,675174,27306,7448,9831,NA,29934
"18541",2014,"OH",1,"democrat",72604,36.6,729726,534853,169800,4671,26361,NA,27189
"18542",2014,"OH",2,"democrat",68453,39.4,724587,645273,68156,6445,12848,NA,27422
"18543",2014,"OH",3,"democrat",91769,31.9,755499,462778,271588,12100,31827,NA,23839
"18544",2014,"OH",4,"democrat",60165,40.9,709882,656265,49432,6931,10011,NA,23754
"18545",2014,"OH",5,"democrat",58507,39.9,730503,688963,29059,4428,11307,NA,26869
"18546",2014,"OH",6,"democrat",73561,43.1,713457,690232,21552,3597,6045,NA,22463
"18547",2014,"OH",7,"democrat",35989.75,41,725548,687126,39493,5298,6755,NA,24504
"18548",2014,"OH",8,"democrat",51534,38.8,722889,655160,54927,4854,15674,NA,26559
"18549",2014,"OH",9,"democrat",108870,38.1,709813,566417,130639,8875,13061,NA,22703
"18550",2014,"OH",10,"democrat",63249,39.4,720794,573624,135273,6183,21193,NA,25868
"18551",2014,"OH",11,"democrat",102828.75,38.1,699736,291442,392310,5766,19558,NA,20651
"18552",2014,"OH",12,"democrat",61360,38.3,755978,693340,41928,8419,31937,NA,32256
"18553",2014,"OH",13,"democrat",120230,41.2,707940,603665,97976,3794,15302,NA,23134
"18554",2014,"OH",14,"democrat",70856,43.8,722474,673375,36496,4113,17676,NA,30820
"18555",2014,"OH",15,"democrat",66125,38.6,740854,686435,38795,6521,21373,NA,28381
"18556",2014,"OH",16,"democrat",75199,42.9,724483,687627,19443,3892,19337,NA,31145
"18557",2014,"OK",1,"democrat",0.25,36,781067,619222,83070,93664,22731,83262,27983
"18558",2014,"OK",2,"democrat",38964,40.1,749768,573353,34221,198175,6851,NA,20926
"18559",2014,"OK",3,"democrat",33333.75,36.2,776896,657570,38731,80078,14598,NA,24865
"18560",2014,"OK",4,"democrat",40998,35,773994,646594,69263,79401,23686,NA,26514
"18561",2014,"OK",5,"democrat",57790,34.8,796326,601513,126049,72078,29606,122169,25723
"18562",2014,"OR",1,"democrat",160038,37.5,805943,684828,18778,19728,76043,115540,30754
"18563",2014,"OR",2,"democrat",73785,41.7,784114,726100,9775,31569,14918,NA,22358
"18564",2014,"OR",3,"democrat",158811,37.2,806382,668475,52276,20644,67399,89755,26260
"18565",2014,"OR",4,"democrat",181624,42,775615,723948,12369,25092,27511,NA,21873
"18566",2014,"OR",5,"democrat",150944,39.3,798185,714101,13836,29911,32662,NA,26182
"18567",2014,"PA",1,"democrat",98436,34.1,716072,365196,270782,9774,51834,117308,23598
"18568",2014,"PA",2,"democrat",135855.75,32.9,716892,241198,430309,8697,41604,NA,22146
"18569",2014,"PA",3,"democrat",73931,42.6,702323,656603,41992,4002,9029,NA,24680
"18570",2014,"PA",4,"democrat",50250,40.9,719504,630351,66246,4663,19658,NA,28712
"18571",2014,"PA",5,"democrat",65839,40.9,700531,666089,22837,5185,12987,NA,22725
"18572",2014,"PA",6,"democrat",92901,40.8,716612,636950,40939,3364,33584,NA,35525
"18573",2014,"PA",7,"democrat",89256,41.8,714577,636110,45456,3185,37619,NA,35576
"18574",2014,"PA",8,"democrat",84767,43.2,713387,640395,32498,3032,42530,NA,35807
"18575",2014,"PA",9,"democrat",63223,43,694973,666971,28140,3202,4029,NA,22935
"18576",2014,"PA",10,"democrat",44737,43.6,696416,654602,31512,3931,7747,27817,23813
"18577",2014,"PA",11,"democrat",62228,42.4,700342,637960,44505,3611,12996,NA,26779
"18578",2014,"PA",12,"democrat",87928,45,704560,665616,31140,3117,14332,NA,28823
"18579",2014,"PA",13,"democrat",123601,38.6,725185,489843,139257,6967,73413,NA,28669
"18580",2014,"PA",14,"democrat",111263.25,38.7,701362,519093,166379,7067,26442,NA,24503
"18581",2014,"PA",15,"democrat",32071.25,40.7,722560,621423,45058,6291,22558,110197,28463
"18582",2014,"PA",16,"democrat",74513,37.6,722837,616999,69522,23772,17563,NA,26665
"18583",2014,"PA",17,"democrat",93680,42.5,707062,639397,50342,4304,16730,57404,24422
"18584",2014,"PA",18,"democrat",41519,44.2,712014,676246,23089,2846,16886,NA,30904
"18585",2014,"RI",1,"democrat",87060,38.2,532145,427512,54635,7076,19592,92247,26522
"18586",2014,"RI",2,"democrat",105716,41.5,523028,450592,29793,5520,22907,55849,28521
"18587",2014,"SC",1,"democrat",29848,38.7,728626,565240,144234,8620,18169,NA,30394
"18588",2014,"SC",2,"democrat",68719,38.1,686952,500481,169794,6242,15490,NA,27413
"18589",2014,"SC",3,"democrat",47181,40.3,666489,525702,131742,4684,6406,NA,20933
"18590",2014,"SC",4,"democrat",31613,37.8,703720,538364,143123,5627,19623,NA,24184
"18591",2014,"SC",5,"democrat",66802,39.9,684083,480267,196030,8241,9426,NA,23405
